wordpress_version;wordpress_version_major;wordpress_version_minor;wordpress_date;wordpress_changelog
0.70;0.70;0;27/05/2003;https://wordpress.org/support/wordpress-version/version-0-70/#changelog
0.71;0.71;0;09/06/2003;https://wordpress.org/support/wordpress-version/version-0-71/#changelog
0.711;0.71;1;25/06/2003;https://wordpress.org/support/wordpress-version/version-0-711/
0.72;0.72;0;11/10/2003;https://wordpress.org/support/wordpress-version/version-0-72/#changelog
1.0.2;1.0;2;11/03/2004;https://codex.wordpress.org/Changelog/1.0.2
1.2.1;1.2;1;06/10/2004;https://codex.wordpress.org/Changelog/1.2.1
1.2.2;1.2;2;15/12/2004;https://codex.wordpress.org/Changelog/1.2.2
1.5.1;1.5;1;09/05/2005;https://codex.wordpress.org/Changelog/1.5.1
1.5.2;1.5;2;14/08/2005;https://codex.wordpress.org/Changelog/1.5.2
2.0;2.0;0;26/12/2005;https://codex.wordpress.org/Changelog/2.0
2.0.1;2.0;1;31/01/2006;https://codex.wordpress.org/Changelog/2.0.1
2.0.4;2.0;4;29/07/2006;https://codex.wordpress.org/Changelog/2.0.4
2.0.5;2.0;5;27/10/2006;https://codex.wordpress.org/Changelog/2.0.5
2.0.6;2.0;6;05/01/2007;https://codex.wordpress.org/Changelog/2.0.6
2.0.7;2.0;7;15/01/2007;https://codex.wordpress.org/Changelog/2.0.7
2.0.8;2.0;8;08/02/2007;https://codex.wordpress.org/Changelog/2.0.8
2.0.9;2.0;9;21/02/2007;https://codex.wordpress.org/Changelog/2.0.9
2.0.10;2.0;10;03/04/2007;https://codex.wordpress.org/Changelog/2.0.10
2.0.11;2.0;11;05/08/2007;https://codex.wordpress.org/Changelog/2.0.11
2.1;2.1;0;22/01/2007;https://codex.wordpress.org/Changelog/2.1
2.1.1;2.1;1;21/02/2007;https://codex.wordpress.org/Changelog/2.1.1
2.1.2;2.1;2;02/03/2007;https://codex.wordpress.org/Changelog/2.1.2
2.1.3;2.1;3;03/04/2007;https://codex.wordpress.org/Changelog/2.1.3
2.2;2.2;0;16/05/2007;https://codex.wordpress.org/Changelog/2.2
2.2.1;2.2;1;21/06/2007;https://codex.wordpress.org/Changelog/2.2.1
2.2.2;2.2;2;05/08/2007;https://codex.wordpress.org/Changelog/2.2.2
2.2.3;2.2;3;08/09/2007;https://codex.wordpress.org/Changelog/2.2.3
2.3;2.3;0;24/09/2007;https://codex.wordpress.org/Changelog/2.3
2.3.1;2.3;1;26/10/2007;https://codex.wordpress.org/Changelog/2.3.1
2.3.2;2.3;2;29/12/2007;https://codex.wordpress.org/Changelog/2.3.2
2.3.3;2.3;3;05/02/2008;https://codex.wordpress.org/Changelog/2.3.3
2.5;2.5;0;29/03/2008;https://codex.wordpress.org/Changelog/2.5
2.5.1;2.5;1;25/04/2008;https://codex.wordpress.org/Changelog/2.5.1
2.6;2.6;0;15/07/2008;https://codex.wordpress.org/Changelog/2.6
2.6.1;2.6;1;15/08/2008;https://codex.wordpress.org/Changelog/2.6.1
2.6.2;2.6;2;08/09/2008;https://codex.wordpress.org/Changelog/2.6.2
2.6.3;2.6;3;23/10/2008;https://codex.wordpress.org/Changelog/2.6.3
2.6.5;2.6;5;25/11/2008;https://codex.wordpress.org/Changelog/2.6.5
2.7;2.7;0;10/12/2008;https://codex.wordpress.org/Changelog/2.7
2.7.1;2.7;1;10/02/2009;https://codex.wordpress.org/Changelog/2.7.1
2.8;2.8;0;10/06/2009;https://codex.wordpress.org/Changelog/2.8
2.8.1;2.8;1;09/07/2009;https://codex.wordpress.org/Changelog/2.8.1
2.8.2;2.8;2;20/07/2009;https://codex.wordpress.org/Changelog/2.8.2
2.8.3;2.8;3;03/08/2009;https://codex.wordpress.org/Changelog/2.8.3
2.8.4;2.8;4;12/08/2009;https://codex.wordpress.org/Changelog/2.8.4
2.8.5;2.8;5;20/10/2009;https://codex.wordpress.org/Changelog/2.8.5
2.8.6;2.8;6;12/11/2009;https://codex.wordpress.org/Changelog/2.8.6
2.9;2.9;0;18/11/2009;https://codex.wordpress.org/Changelog/2.9
2.9.1;2.9;1;04/01/2010;https://codex.wordpress.org/Changelog/2.9.1
2.9.2;2.9;2;15/02/2010;https://codex.wordpress.org/Changelog/2.9.2
3.0;3.0;0;17/06/2010;https://codex.wordpress.org/Changelog/3.0
3.0.1;3.0;1;29/07/2010;https://codex.wordpress.org/Changelog/3.0.1
3.0.2;3.0;2;30/11/2010;https://codex.wordpress.org/Changelog/3.0.2
3.0.3;3.0;3;08/12/2010;https://codex.wordpress.org/Changelog/3.0.3
3.0.4;3.0;4;29/12/2010;https://codex.wordpress.org/Changelog/3.0.4
3.0.5;3.0;5;07/02/2011;https://codex.wordpress.org/Changelog/3.0.5
3.0.6;3.0;6;26/04/2011;https://codex.wordpress.org/Changelog/3.0.6
3.1;3.1;0;23/02/2011;https://codex.wordpress.org/Changelog/3.1
3.1.1;3.1;1;05/04/2011;https://codex.wordpress.org/Changelog/3.1.1
3.1.2;3.1;2;26/04/2011;https://codex.wordpress.org/Changelog/3.1.2
3.1.3;3.1;3;25/05/2011;https://codex.wordpress.org/Changelog/3.1.3
3.1.4;3.1;4;29/06/2011;https://codex.wordpress.org/Changelog/3.1.4
3.2;3.2;0;04/07/2011;https://codex.wordpress.org/Changelog/3.2
3.2.1;3.2;1;12/07/2011;https://codex.wordpress.org/Changelog/3.2.1
3.3;3.3;0;12/12/2011;https://codex.wordpress.org/Changelog/3.3
3.3.1;3.3;1;03/01/2012;https://codex.wordpress.org/Changelog/3.3.1
3.3.2;3.3;2;20/04/2012;https://codex.wordpress.org/Changelog/3.3.2
3.3.3;3.3;3;27/06/2012;https://codex.wordpress.org/Version_3.3.3#List_of_Files_Revised
3.4;3.4;0;13/06/2012;https://codex.wordpress.org/Changelog/3.4
3.4.1;3.4;1;27/06/2012;https://codex.wordpress.org/Version_3.4.1#List_of_Files_Revised
3.4.2;3.4;2;06/09/2012;https://codex.wordpress.org/Version_3.4.2#List_of_Files_Revised
3.5;3.5;0;11/12/2012;https://codex.wordpress.org/Changelog/3.5
3.5.1;3.5;1;24/01/2013;https://codex.wordpress.org/Version_3.5.1#List_of_Files_Revised
3.5.2;3.5;2;21/06/2013;https://codex.wordpress.org/Version_3.5.2#List_of_Files_Revised
3.6;3.6;0;01/08/2013;https://codex.wordpress.org/Changelog/3.6
3.6.1;3.6;1;11/09/2013;https://codex.wordpress.org/Version_3.6.1#List_of_Files_Revised
3.7;3.7;0;24/10/2013;https://codex.wordpress.org/Changelog/3.7
3.7.1;3.7;1;29/10/2013;https://codex.wordpress.org/Version_3.7.1#List_of_Files_Revised
3.7.2;3.7;2;08/04/2014;https://codex.wordpress.org/Version_3.7.2#List_of_Files_Revised
3.7.3;3.7;3;14/04/2014;https://codex.wordpress.org/Version_3.7.3#List_of_Files_Revised
3.7.4;3.7;4;06/08/2014;https://codex.wordpress.org/Version_3.7.4#List_of_Files_Revised
3.7.5;3.7;5;20/11/2014;https://codex.wordpress.org/Version_3.7.5#List_of_Files_Revised
3.7.6;3.7;6;21/04/2015;https://codex.wordpress.org/Version_3.7.6#List_of_Files_Revised
3.7.7;3.7;7;23/04/2015;https://codex.wordpress.org/Version_3.7.7#List_of_Files_Revised
3.7.8;3.7;8;07/05/2015;https://codex.wordpress.org/Version_3.7.8#List_of_Files_Revised
3.7.9;3.7;9;23/07/2015;https://codex.wordpress.org/Version_3.7.9#List_of_Files_Revised
3.7.10;3.7;10;04/08/2015;https://codex.wordpress.org/Version_3.7.10#List_of_Files_Revised
3.7.11;3.7;11;15/09/2015;https://codex.wordpress.org/Version_3.7.11#List_of_Files_Revised
3.7.12;3.7;12;06/01/2016;https://codex.wordpress.org/Version_3.7.12#List_of_Files_Revised
3.7.13;3.7;13;02/02/2016;https://codex.wordpress.org/Version_3.7.13#List_of_Files_Revised
3.7.14;3.7;14;06/05/2016;https://codex.wordpress.org/Version_3.7.14#List_of_Files_Revised
3.7.15;3.7;15;21/06/2016;https://codex.wordpress.org/Version_3.7.15#List_of_Files_Revised
3.7.16;3.7;16;07/09/2016;https://codex.wordpress.org/Version_3.7.16#List_of_Files_Revised
3.7.17;3.7;17;11/01/2017;https://codex.wordpress.org/Version_3.7.17#List_of_Files_Revised
3.7.18;3.7;18;26/01/2017;https://codex.wordpress.org/Version_3.7.18#List_of_Files_Revised
3.7.19;3.7;19;06/03/2017;https://codex.wordpress.org/Version_3.7.19#List_of_Files_Revised
3.7.20;3.7;20;20/04/2017;https://codex.wordpress.org/Version_3.7.20#List_of_Files_Revised
3.7.21;3.7;21;16/05/2017;https://codex.wordpress.org/Version_3.7.21#List_of_Files_Revised
3.7.22;3.7;22;19/09/2017;https://codex.wordpress.org/Version_3.7.22#List_of_Files_Revised
3.7.23;3.7;23;31/10/2017;https://codex.wordpress.org/Version_3.7.23#List_of_Files_Revised
3.7.24;3.7;24;29/11/2017;https://codex.wordpress.org/Version_3.7.24#List_of_Files_Revised
3.7.25;3.7;25;16/01/2018;https://codex.wordpress.org/Version_3.7.25#List_of_Files_Revised
3.7.26;3.7;26;03/04/2018;https://codex.wordpress.org/Version_3.7.26#List_of_Files_Revised
3.7.27;3.7;27;05/07/2018;https://codex.wordpress.org/Version_3.7.27#List_of_Files_Revised
3.7.28;3.7;28;12/12/2018;https://wordpress.org/support/wordpress-version/version-3-7-28/#list-of-files-revised
3.7.29;3.7;29;13/03/2019;https://wordpress.org/support/wordpress-version/version-3-7-29/#list-of-files-revised
3.7.30;3.7;30;04/09/2019;https://wordpress.org/support/wordpress-version/version-3-7-30/#list-of-files-revised
3.7.31;3.7;31;14/10/2019;https://wordpress.org/support/wordpress-version/version-3-7-31/#list-of-files-revised
3.7.32;3.7;32;12/12/2019;https://wordpress.org/support/wordpress-version/version-3-7-32/#list-of-files-revised
3.7.33;3.7;33;29/04/2020;https://wordpress.org/support/wordpress-version/version-3-7-33/#list-of-files-revised
3.7.34;3.7;34;10/06/2020;https://wordpress.org/support/wordpress-version/version-3-7-34/#list-of-files-revised
3.7.35;3.7;35;29/10/2020;https://wordpress.org/support/wordpress-version/version-3-7-35/#list-of-files-revised
3.7.36;3.7;36;12/05/2021;https://wordpress.org/support/wordpress-version/version-3-7-36/#list-of-files-revised
3.7.37;3.7;37;06/01/2022;https://wordpress.org/support/wordpress-version/version-3-7-37/#list-of-files-revised
3.7.38;3.7;38;11/03/2022;https://wordpress.org/documentation/wordpress-version/version-3-7-38/
3.7.39;3.7;39;30/08/2022;https://wordpress.org/documentation/wordpress-version/version-3-7-39/
3.7.40;3.7;40;17/10/2022;https://wordpress.org/documentation/wordpress-version/version-3-7-40/
3.7.41;3.7;41;30/11/2022;
3.8;3.8;0;12/12/2013;https://codex.wordpress.org/Changelog/3.8
3.8.1;3.8;1;23/01/2014;https://codex.wordpress.org/Version_3.8.1#List_of_Files_Revised
3.8.2;3.8;2;08/04/2014;https://codex.wordpress.org/Version_3.8.2#List_of_Files_Revised
3.8.3;3.8;3;14/04/2014;https://codex.wordpress.org/Version_3.8.3#List_of_Files_Revised
3.8.4;3.8;4;06/08/2014;https://codex.wordpress.org/Version_3.8.4#List_of_Files_Revised
3.8.5;3.8;5;20/11/2014;https://codex.wordpress.org/Version_3.8.5#List_of_Files_Revised
3.8.6;3.8;6;21/04/2015;https://codex.wordpress.org/Version_3.8.6#List_of_Files_Revised
3.8.7;3.8;7;23/04/2015;https://codex.wordpress.org/Version_3.8.7#List_of_Files_Revised
3.8.8;3.8;8;07/05/2015;https://codex.wordpress.org/Version_3.8.8#List_of_Files_Revised
3.8.9;3.8;9;23/07/2015;https://codex.wordpress.org/Version_3.8.9#List_of_Files_Revised
3.8.10;3.8;10;04/08/2015;https://codex.wordpress.org/Version_3.8.10#List_of_Files_Revised
3.8.11;3.8;11;15/09/2015;https://codex.wordpress.org/Version_3.8.11#List_of_Files_Revised
3.8.12;3.8;12;06/01/2016;https://codex.wordpress.org/Version_3.8.12#List_of_Files_Revised
3.8.13;3.8;13;02/02/2016;https://codex.wordpress.org/Version_3.8.13#List_of_Files_Revised
3.8.14;3.8;14;06/05/2016;https://codex.wordpress.org/Version_3.8.14#List_of_Files_Revised
3.8.15;3.8;15;21/06/2016;https://codex.wordpress.org/Version_3.8.15#List_of_Files_Revised
3.8.16;3.8;16;07/09/2016;https://codex.wordpress.org/Version_3.8.16#List_of_Files_Revised
3.8.17;3.8;17;11/01/2017;https://codex.wordpress.org/Version_3.8.17#List_of_Files_Revised
3.8.18;3.8;18;26/01/2017;https://codex.wordpress.org/Version_3.8.18#List_of_Files_Revised
3.8.19;3.8;19;06/03/2017;https://codex.wordpress.org/Version_3.8.19#List_of_Files_Revised
3.8.20;3.8;20;20/04/2017;https://codex.wordpress.org/Version_3.8.20#List_of_Files_Revised
3.8.21;3.8;21;16/05/2017;https://codex.wordpress.org/Version_3.8.21#List_of_Files_Revised
3.8.22;3.8;22;19/09/2017;https://codex.wordpress.org/Version_3.8.22#List_of_Files_Revised
3.8.23;3.8;23;31/10/2017;https://codex.wordpress.org/Version_3.8.23#List_of_Files_Revised
3.8.24;3.8;24;29/11/2017;https://codex.wordpress.org/Version_3.8.24#List_of_Files_Revised
3.8.25;3.8;25;16/01/2018;https://codex.wordpress.org/Version_3.8.25#List_of_Files_Revised
3.8.26;3.8;26;03/04/2018;https://codex.wordpress.org/Version_3.8.26#List_of_Files_Revised
3.8.27;3.8;27;05/07/2018;https://codex.wordpress.org/Version_3.8.27#List_of_Files_Revised
3.8.28;3.8;28;12/12/2018;https://wordpress.org/support/wordpress-version/version-3-8-28/#list-of-files-revised
3.8.29;3.8;29;13/03/2019;https://wordpress.org/support/wordpress-version/version-3-8-29/#list-of-files-revised
3.8.30;3.8;30;04/09/2019;https://wordpress.org/support/wordpress-version/version-3-8-30/#list-of-files-revised
3.8.31;3.8;31;14/10/2019;https://wordpress.org/support/wordpress-version/version-3-8-31/#list-of-files-revised
3.8.32;3.8;32;12/12/2019;https://wordpress.org/support/wordpress-version/version-3-8-32/#list-of-files-revised
3.8.33;3.8;33;29/04/2020;https://wordpress.org/support/wordpress-version/version-3-8-33/#list-of-files-revised
3.8.34;3.8;34;10/06/2020;https://wordpress.org/support/wordpress-version/version-3-8-34/#list-of-files-revised
3.8.35;3.8;35;29/10/2020;https://wordpress.org/support/wordpress-version/version-3-8-35/#list-of-files-revised
3.8.36;3.8;36;12/05/2021;https://wordpress.org/support/wordpress-version/version-3-8-36/#list-of-files-revised
3.8.37;3.8;37;06/01/2022;https://wordpress.org/support/wordpress-version/version-3-8-37/#list-of-files-revised
3.8.38;3.8;38;11/03/2022;https://wordpress.org/documentation/wordpress-version/version-3-8-38/
3.8.39;3.8;39;30/08/2022;https://wordpress.org/documentation/wordpress-version/version-3-8-39/
3.8.40;3.8;40;17/10/2022;https://wordpress.org/documentation/wordpress-version/version-3-8-40/
3.8.41;3.8;41;30/11/2022;
3.9;3.9;0;16/04/2014;https://codex.wordpress.org/Changelog/3.9
3.9.1;3.9;1;08/05/2014;https://codex.wordpress.org/Version_3.9.1#List_of_Files_Revised
3.9.2;3.9;2;06/08/2014;https://codex.wordpress.org/Version_3.9.2#List_of_Files_Revised
3.9.3;3.9;3;20/11/2014;https://codex.wordpress.org/Version_3.9.3#List_of_Files_Revised
3.9.4;3.9;4;21/04/2015;https://codex.wordpress.org/Version_3.9.4#List_of_Files_Revised
3.9.5;3.9;5;23/04/2015;https://codex.wordpress.org/Version_3.9.5#List_of_Files_Revised
3.9.6;3.9;6;07/05/2015;https://codex.wordpress.org/Version_3.9.6#List_of_Files_Revised
3.9.7;3.9;7;23/07/2015;https://codex.wordpress.org/Version_3.9.7#List_of_Files_Revised
3.9.8;3.9;8;04/08/2015;https://codex.wordpress.org/Version_3.9.8#List_of_Files_Revised
3.9.9;3.9;9;15/09/2015;https://codex.wordpress.org/Version_3.9.9#List_of_Files_Revised
3.9.10;3.9;10;06/01/2016;https://codex.wordpress.org/Version_3.9.10#List_of_Files_Revised
3.9.11;3.9;11;02/02/2016;https://codex.wordpress.org/Version_3.9.11#List_of_Files_Revised
3.9.12;3.9;12;06/05/2016;https://codex.wordpress.org/Version_3.9.12#List_of_Files_Revised
3.9.13;3.9;13;21/06/2016;https://codex.wordpress.org/Version_3.9.13#List_of_Files_Revised
3.9.14;3.9;14;07/09/2016;https://codex.wordpress.org/Version_3.9.14#List_of_Files_Revised
3.9.15;3.9;15;11/01/2017;https://codex.wordpress.org/Version_3.9.15#List_of_Files_Revised
3.9.16;3.9;16;26/01/2017;https://codex.wordpress.org/Version_3.9.16#List_of_Files_Revised
3.9.17;3.9;17;06/03/2017;https://codex.wordpress.org/Version_3.9.17#List_of_Files_Revised
3.9.18;3.9;18;20/04/2017;https://codex.wordpress.org/Version_3.9.18#List_of_Files_Revised
3.9.19;3.9;19;16/05/2017;https://codex.wordpress.org/Version_3.9.19#List_of_Files_Revised
3.9.20;3.9;20;19/09/2017;https://codex.wordpress.org/Version_3.9.20#List_of_Files_Revised
3.9.21;3.9;21;31/10/2017;https://codex.wordpress.org/Version_3.9.21#List_of_Files_Revised
3.9.22;3.9;22;29/11/2017;https://codex.wordpress.org/Version_3.9.22#List_of_Files_Revised
3.9.23;3.9;23;16/01/2018;https://codex.wordpress.org/Version_3.9.23#List_of_Files_Revised
3.9.24;3.9;24;03/04/2018;https://codex.wordpress.org/Version_3.9.24#List_of_Files_Revised
3.9.25;3.9;25;05/07/2018;https://codex.wordpress.org/Version_3.9.25#List_of_Files_Revised
3.9.26;3.9;26;12/12/2018;https://wordpress.org/support/wordpress-version/version-3-9-26/#list-of-files-revised
3.9.27;3.9;27;13/03/2019;https://wordpress.org/support/wordpress-version/version-3-9-27/#list-of-files-revised
3.9.28;3.9;28;04/09/2019;https://wordpress.org/support/wordpress-version/version-3-9-28/#list-of-files-revised
3.9.29;3.9;29;14/10/2019;https://wordpress.org/support/wordpress-version/version-3-9-29/#list-of-files-revised
3.9.30;3.9;30;12/12/2019;https://wordpress.org/support/wordpress-version/version-3-9-30/#list-of-files-revised
3.9.31;3.9;31;29/04/2020;https://wordpress.org/support/wordpress-version/version-3-9-31/#list-of-files-revised
3.9.32;3.9;32;10/06/2020;https://wordpress.org/support/wordpress-version/version-3-9-32/#list-of-files-revised
3.9.33;3.9;33;29/10/2020;https://wordpress.org/support/wordpress-version/version-3-9-33/#list-of-files-revised
3.9.34;3.9;34;12/05/2021;https://wordpress.org/support/wordpress-version/version-3-9-34/#list-of-files-revised
3.9.35;3.9;35;06/01/2022;https://wordpress.org/support/wordpress-version/version-3-9-35/#list-of-files-revised
3.9.36;3.9;36;11/03/2022;https://wordpress.org/documentation/wordpress-version/version-3-9-36/
3.9.37;3.9;37;30/08/2022;https://wordpress.org/documentation/wordpress-version/version-3-9-37/
3.9.39;3.9;39;17/10/2022;https://wordpress.org/documentation/wordpress-version/version-3-9-39/
3.9.40;3.9;40;30/11/2022;
4.0;4.0;0;04/09/2014;https://codex.wordpress.org/Changelog/4.0
4.0.1;4.0;1;20/11/2014;https://codex.wordpress.org/Version_4.0.1#List_of_Files_Revised
4.0.2;4.0;2;21/04/2015;https://codex.wordpress.org/Version_4.0.2#List_of_Files_Revised
4.0.3;4.0;3;23/04/2015;https://codex.wordpress.org/Version_4.0.3#List_of_Files_Revised
4.0.4;4.0;4;27/04/2015;https://codex.wordpress.org/Version_4.0.4#List_of_Files_Revised
4.0.5;4.0;5;07/05/2015;https://codex.wordpress.org/Version_4.0.5#List_of_Files_Revised
4.0.6;4.0;6;23/07/2015;https://codex.wordpress.org/Version_4.0.6#List_of_Files_Revised
4.0.7;4.0;7;04/08/2015;https://codex.wordpress.org/Version_4.0.7#List_of_Files_Revised
4.0.8;4.0;8;15/09/2015;https://codex.wordpress.org/Version_4.0.8#List_of_Files_Revised
4.0.9;4.0;9;06/01/2016;https://codex.wordpress.org/Version_4.0.9#List_of_Files_Revised
4.0.10;4.0;10;02/02/2016;https://codex.wordpress.org/Version_4.0.10#List_of_Files_Revised
4.0.11;4.0;11;06/05/2016;https://codex.wordpress.org/Version_4.0.11#List_of_Files_Revised
4.0.12;4.0;12;21/06/2016;https://codex.wordpress.org/Version_4.0.12#List_of_Files_Revised
4.0.13;4.0;13;07/09/2016;https://codex.wordpress.org/Version_4.0.13#List_of_Files_Revised
4.0.14;4.0;14;11/01/2017;https://codex.wordpress.org/Version_4.0.14#List_of_Files_Revised
4.0.15;4.0;15;26/01/2017;https://codex.wordpress.org/Version_4.0.15#List_of_Files_Revised
4.0.16;4.0;16;06/03/2017;https://codex.wordpress.org/Version_4.0.16#List_of_Files_Revised
4.0.17;4.0;17;20/04/2017;https://codex.wordpress.org/Version_4.0.17#List_of_Files_Revised
4.0.18;4.0;18;16/05/2017;https://codex.wordpress.org/Version_4.0.18#List_of_Files_Revised
4.0.19;4.0;19;19/09/2017;https://codex.wordpress.org/Version_4.0.19#List_of_Files_Revised
4.0.20;4.0;20;31/10/2017;https://codex.wordpress.org/Version_4.0.20#List_of_Files_Revised
4.0.21;4.0;21;29/11/2017;https://codex.wordpress.org/Version_4.0.21#List_of_Files_Revised
4.0.22;4.0;22;16/01/2018;https://codex.wordpress.org/Version_4.0.22#List_of_Files_Revised
4.0.23;4.0;23;03/04/2018;https://codex.wordpress.org/Version_4.0.23#List_of_Files_Revised
4.0.24;4.0;24;05/07/2018;https://codex.wordpress.org/Version_4.0.24#List_of_Files_Revised
4.0.25;4.0;25;12/12/2018;https://wordpress.org/support/wordpress-version/version-4-0-25/#list-of-files-revised
4.0.26;4.0;26;13/03/2019;https://wordpress.org/support/wordpress-version/version-4-0-26/#list-of-files-revised
4.0.27;4.0;27;04/09/2019;https://wordpress.org/support/wordpress-version/version-4-0-27/#list-of-files-revised
4.0.28;4.0;28;14/10/2019;https://wordpress.org/support/wordpress-version/version-4-4-20/#list-of-files-revised
4.0.29;4.0;29;12/12/2019;https://wordpress.org/support/wordpress-version/version-4-0-29/#list-of-files-revised
4.0.30;4.0;30;29/04/2020;https://wordpress.org/support/wordpress-version/version-4-0-30/#list-of-files-revised
4.0.31;4.0;31;10/06/2020;https://wordpress.org/support/wordpress-version/version-4-0-31/#list-of-files-revised
4.0.32;4.0;32;29/10/2020;https://wordpress.org/support/wordpress-version/version-4-0-32/#list-of-files-revised
4.0.33;4.0;33;12/05/2021;https://wordpress.org/support/wordpress-version/version-4-0-33/#list-of-files-revised
4.0.34;4.0;34;06/01/2022;https://wordpress.org/support/wordpress-version/version-4-0-33/#list-of-files-revised
4.0.35;4.0;35;11/03/2022;https://wordpress.org/documentation/wordpress-version/version-4-0-35/
4.0.36;4.0;36;30/08/2022;https://wordpress.org/documentation/wordpress-version/version-4-0-36/
4.0.37;4.0;37;17/10/2022;https://wordpress.org/documentation/wordpress-version/version-4-0-37/
4.0.38;4.0;38;30/11/2022;
4.1;4.1;0;17/12/2014;https://codex.wordpress.org/Changelog/4.1
4.1.1;4.1;1;18/02/2015;https://codex.wordpress.org/Version_4.1.1#List_of_Files_Revised
4.1.2;4.1;2;21/04/2015;https://codex.wordpress.org/Version_4.1.2#List_of_Files_Revised
4.1.3;4.1;3;23/04/2015;https://codex.wordpress.org/Version_4.1.3#List_of_Files_Revised
4.1.4;4.1;4;27/04/2015;https://codex.wordpress.org/Version_4.1.4#List_of_Files_Revised
4.1.5;4.1;5;07/05/2015;https://codex.wordpress.org/Version_4.1.5#List_of_Files_Revised
4.1.6;4.1;6;23/07/2015;https://codex.wordpress.org/Version_4.1.6#List_of_Files_Revised
4.1.7;4.1;7;04/08/2015;https://codex.wordpress.org/Version_4.1.7#List_of_Files_Revised
4.1.8;4.1;8;15/09/2015;https://codex.wordpress.org/Version_4.1.8#List_of_Files_Revised
4.1.9;4.1;9;06/01/2016;https://codex.wordpress.org/Version_4.1.9#List_of_Files_Revised
4.1.10;4.1;10;02/02/2016;https://codex.wordpress.org/Version_4.1.10#List_of_Files_Revised
4.1.11;4.1;11;06/05/2016;https://codex.wordpress.org/Version_4.1.11#List_of_Files_Revised
4.1.12;4.1;12;21/06/2016;https://codex.wordpress.org/Version_4.1.12#List_of_Files_Revised
4.1.13;4.1;13;07/09/2016;https://codex.wordpress.org/Version_4.1.13#List_of_Files_Revised
4.1.14;4.1;14;11/01/2017;https://codex.wordpress.org/Version_4.1.14#List_of_Files_Revised
4.1.15;4.1;15;26/01/2017;https://codex.wordpress.org/Version_4.1.15#List_of_Files_Revised
4.1.16;4.1;16;06/03/2017;https://codex.wordpress.org/Version_4.1.16#List_of_Files_Revised
4.1.17;4.1;17;20/04/2017;https://codex.wordpress.org/Version_4.1.17#List_of_Files_Revised
4.1.18;4.1;18;16/05/2017;https://codex.wordpress.org/Version_4.1.18#List_of_Files_Revised
4.1.19;4.1;19;19/09/2017;https://codex.wordpress.org/Version_4.1.19#List_of_Files_Revised
4.1.20;4.1;20;31/10/2017;https://codex.wordpress.org/Version_4.1.20#List_of_Files_Revised
4.1.21;4.1;21;29/11/2017;https://codex.wordpress.org/Version_4.1.21#List_of_Files_Revised
4.1.22;4.1;22;16/01/2018;https://codex.wordpress.org/Version_4.1.22#List_of_Files_Revised
4.1.23;4.1;23;03/04/2018;https://codex.wordpress.org/Version_4.1.23#List_of_Files_Revised
4.1.24;4.1;24;05/07/2018;https://codex.wordpress.org/Version_4.1.24#List_of_Files_Revised
4.1.25;4.1;25;12/12/2018;https://wordpress.org/support/wordpress-version/version-4-1-25/#list-of-files-revised
4.1.26;4.1;26;13/03/2019;https://wordpress.org/support/wordpress-version/version-4-1-26/#list-of-files-revised
4.1.27;4.1;27;04/09/2019;https://wordpress.org/support/wordpress-version/version-4-1-27/#list-of-files-revised
4.1.28;4.1;28;14/10/2019;https://wordpress.org/support/wordpress-version/version-4-1-28/#list-of-files-revised
4.1.29;4.1;29;12/12/2019;https://wordpress.org/support/wordpress-version/version-4-1-29/#list-of-files-revised
4.1.30;4.1;30;29/04/2020;https://wordpress.org/support/wordpress-version/version-4.1.30/#list-of-files-revised
4.1.31;4.1;31;10/06/2020;https://wordpress.org/support/wordpress-version/version-4-1-31/#list-of-files-revised
4.1.32;4.1;32;29/10/2020;https://wordpress.org/support/wordpress-version/version-4-1-32/#list-of-files-revised
4.1.33;4.1;33;12/05/2021;https://wordpress.org/support/wordpress-version/version-4-1-33/#list-of-files-revised
4.1.34;4.1;34;06/01/2022;https://wordpress.org/support/wordpress-version/version-4-1-34/#list-of-files-revised
4.1.35;4.1;35;11/03/2022;https://wordpress.org/documentation/wordpress-version/version-4-1-35/
4.1.36;4.1;36;30/08/2022;https://wordpress.org/documentation/wordpress-version/version-4-1-36/
4.1.37;4.1;37;17/10/2022;https://wordpress.org/documentation/wordpress-version/version-4-1-37/
4.1.38;4.1;38;16/05/2023;https://wordpress.org/documentation/wordpress-version/version-4-1-38/
4.1.39;4.1;39;12/10/2023;https://wordpress.org/documentation/wordpress-version/version-4-1-39/
4.1.40;4.1;40;30/01/2024;https://wordpress.org/documentation/wordpress-version/version-4-1-40/
4.2;4.2;0;23/04/2015;https://codex.wordpress.org/Changelog/4.2
4.2.1;4.2;1;27/04/2015;https://codex.wordpress.org/Version_4.2.1#List_of_Files_Revised
4.2.2;4.2;2;07/05/2015;https://codex.wordpress.org/Version_4.2.2#List_of_Files_Revised
4.2.3;4.2;3;23/07/2015;https://codex.wordpress.org/Version_4.2.3#List_of_Files_Revised
4.2.4;4.2;4;04/08/2015;https://codex.wordpress.org/Version_4.2.4#List_of_Files_Revised
4.2.5;4.2;5;15/09/2015;https://codex.wordpress.org/Version_4.2.5#List_of_Files_Revised
4.2.6;4.2;6;06/01/2016;https://codex.wordpress.org/Version_4.2.6#List_of_Files_Revised
4.2.7;4.2;7;02/02/2016;https://codex.wordpress.org/Version_4.2.7#List_of_Files_Revised
